Segment ID,Source Segment,Segment Origin,Comments,Human Translation,Human Translation rating,Google Translate,Google Translate rating,Kakao i,Kakao i rating
155,Pushilin se puso entonces al frente de la DNR de forma interina.,ABC,,이에 따라 푸실린이 권한 대행으로 도네츠크 인민공화국의 지도자가 되었다.  ,1,Pushilin은 잠정적으로 DNR을 담당하게됩니다.,2,푸실린은 DNR의 선두에 임시로 서 있었다.,3
156,"En la vecina también autoproclamada República Popular de Lugansk (LNR) se celebran igualmente elecciones y el que parte con ventaja es el que desempeña interinamente el cargo de máximo dirigente, Leonid Pasechnik. ",ABC,,이웃한 지역인 자칭 루간스크 인민공화국도 동일하게 선거를 실시한다. 최고 지도자의 권한 대행인 레오니드 파세츠니크가 우승 후보이다.  ,1,이웃 국가들에서도 스스로 자칭 된 LUMR (Lugansk Republic of Lugansk) 선거도 개최되며 유리한 방향으로 이끌어가는 당은 일시적으로 최고 지도자 인 Leonid Pasechnik의 입장을 취하고있다.,2,"또한 자칭 루간 스크 인민 공화국 (LNR)에서도 선거가 열리고, 가장 높은 지도자 인 Leonid Pasechnik이 임시로 승리합니다.",2
157,"Sustituyó hace justo un año a Ígor Plotnitski, que fue desplazado por un oscuro golpe de mano.",ABC,,정확히 일년 전 급습으로 물러난 이고르 플로트니츠키에서 교체됐다.,1,"그는 불과 1 년 전에 이고르 플롯 니츠키 (Igor Plotnitski)를 대신했고, 그는 어두운 손으로 타격을 입었습니다.",2,그는 불과 1년 전에 이고르 플롯 니츠 키를 대신했다. 그는 어두운 손 스트로크에 의해 옮겨졌다.,3
158,"Donetsk y Lugansk se levantaron en armas contra el Gobierno ucraniano en abril de 2014, un mes después de que Rusia se anexionara Crimea. ",ABC,,도네츠크과 루간스크 주는 2014년 4월 우크라이나 정부군을 상대로 무력 시위를 했다. 이는 러시아가 크림반도를 합병하고 한달 뒤였다. ,1,도네츠크와 루간 스크는 러시아가 크림을 합병 한 지 한 달 후인 2014 년 4 월에 우크라이나 정부에 대항하여 무기를 들었다. ,2,도네츠크와 루간 스크는 러시아가 크림을 합병한 지한 달 후인 2014년 4월 우크라이나 정부에 대항하여 무기를 들고 일어났다.,2
159,"Estalló entonces una guerra que Moscú atizó enviando armas, dinero y hombres en apoyo de los separatistas. ",ABC,,"그래서 전쟁이 촉발했고 러시아는 분리주의자들을 지원하기 위해 무기와 자금, 병력을 파견하여 싸웠다.  ",2,"모스크바는 분리 주의자들을 지원하기 위해 무기와 돈, 그리고 사람들을 보냄으로써 전쟁을 일으켰다. ",1,"모스크바가 분리 주의자들을 지원하기 위해 무기, 돈 및 사람들을 파견함으로써 촉발된 전쟁이 일어났습니다.",3
160,"Desde entonces, según la ONU, el conflicto ha acabado con la vida de 10.000 personas. ",ABC,,그때부터 이 충돌로 만 명이 목숨을 잃었다고 UN은 밝혔다. ,1,그 이후 유엔에 따르면 분쟁으로 1 만 명이 사망했다. ,2,"그 이후로 유엔에 따르면, 그 갈등은 10,000명의 목숨을 앗아갔다.",2
161,"Los acuerdos de Minsk, alcanzados bajo la mediación de Alemania y Francia, fueron un intento, por ahora fallido, de poner fin definitivamente al enfrentamiento armado entre el Ejército ucraniano y las milicias rebeldes.",ABC,,독일과 프랑스의 중재로 이루어진 민스크협정은 우크라이나 정부군과 반란군의 무력 충돌을 완전 종결하려 했으나 현재는 실패한 시도였다. ,1,독일과 프랑스의 중재 아래 도달 된 민스크 합의는 우크라이나 군과 반군 민병대 간의 무장 한 대립을 결정적으로 끝내려는 시도였다.,2,독일과 프랑스의 중재하에 체결된 민스크 협정은 우크라이나 군대와 반군 민병대 간의 무장 대결을 종식시키기 위한 시도 였지만 지금까지는 실패했다.,2
162,[HEADLINE] Misión 2019: evitar que los euroescépticos utilicen fondos europeos para boicotear la UE,ABC,,미션 2019: EU 회의론자들이 유럽 자금으로 EU를 방해하는 것을 막자 ,1,미션 2019 : EU의 불매 운동에 유럽의 기금 사용을 금지,2,Mission 2019 : Eurosceptics가 EU 보이콧을 위해 유럽 기금을 사용하지 못하도록 막습니다.,3
163,"[SUB-HEADLINE] Pese a que las instituciones de la UE han reforzado sus mecanismos de control de cuentas, partidos euroescépticos y sus fundaciones han decidido explotar las oportunidades europeas en lugar de renunciar a todo lo relacionado con la Unión",ABC,,EU 기관들이 제어 기제를 강화했으나 여러 유럽회의주의 정당과 그 기관들이 EU와 관련된 모든 사안을 거부하기 보다 이 기회를 노리기로 작정했다.,1,EU기구가 통제 메커니즘을 강화했다는 사실에도 불구하고 Eurosceptic 당사자와 그들의 재단은 EU와 관련된 모든 것을 포기하는 대신 유럽의 기회를 이용하기로 결정했다.,2,EU 기관들이 회계 통제 메커니즘을 강화 했음에도 불구하고 유로 회의론자들과 그 재단들은 연합과 관련된 모든 것을 포기하기보다는 유럽의 기회를 이용하기로 결정했다.,1
164,"El último Eurobarómetro, publicado el miércoles 17 de octubre, muestra un aumento del europeísmo incluso en Reino Unido, donde los partidarios de seguir en la UE superaban a los del Brexit. ",ABC,,최근 10월 17일 수요일에 출간된 유로바로미터 조사는 유럽통합주의의 강세를 보여줬다. EU 잔존을 주장하는 정당이 브렉시트를 주장하는 당을 이긴 영국도 포함되었다.  ,1,10 월 17 일 수요일에 발표 된 마지막 유로 로바 미터 (Eurobarometer)는 영국에서도 유럽 연합의 지지자들이 Brexit의 그것들을 능가하는 유럽주의의 증가를 보여준다. ,2,10월 17일 수요일에 발표된 마지막 유로 기압계는 EU에서의 지지자들이 브렉시트보다 앞서있는 영국에서도 유럽주의의 증가를 보여줍니다.,2
165,"Sin embargo, cuando se acaban de cumplir 25 años de la entrada en vigor del Tratado de Maastricht que diseñó la actual Unión y su moneda única, el euro, la UE se enfrenta a uno de los mayores desafíos de su historia en las próximas Elecciones Europeas: ",ABC,,그러나 현재의 EU와 유로화를 설계한 마스트리히트 조약이 발효 25주년을 맞이하자 EU는 차기 유럽 선거에서 역사상 가장 큰 위기에 봉착했다.  ,2,그러나 현재 연합에 의해 설계된 마스 트리 히트 조약 발효 25 주년과 유럽 단일 통화 인 유럽이 방금 만났을 때 EU는 다가오는 유럽 선거에서 역사상 가장 큰 도전 중 하나에 직면 해있다. :,3,"그러나 현재 연합과 단일 통화인 유로화를 설계한 마스 트리 히트 조약의 발효 25 년이 지난 지금, EU는 다가오는 유럽 선거에서 역사상 가장 큰 도전 중 하나에 직면 해있다.",1
166,"por primera vez se espera que los tradicionales bloques centroizquierda y centroderecha europeístas caigan por debajo del 50% y algunas encuestadoras estiman que en torno a un tercio de los escaños serán ocupados por partidos nacional-populistas, que tratan de torpedear desde dentro los valores europeístas y que paradójicamente se han aprovechado de fondos de la Unión para impulsar sus finanzas.",ABC,,처음으로 유서깊은 중도좌파와 중도우파 유럽통합주의 연대가 50%이하로 떨어질 전망이고 일부 여론조사에서는 국민당과 포풀리즘 정당의 의석의 1/3을 차지할 것으로 보고 있다. 이들은 유럽통합주의를 내부에서 분열시키려 하면서도 역설적으로 EU 기금을 사용하여 자금을 충당하고 있다. ,1,처음으로 전통적인 중도 좌파와 중도 좌파의 유럽 연합 블록은 50 % 이하로 떨어질 것으로 예상되며 여론 조사원들은 유럽과 유럽의 가치관을 어지럽히도록 노력하는 국민 강대국당이 3 분의 1의 좌석을 차지할 것으로 추정하고있다. 역설적이게도 그들은 유니언 기금을 이용하여 재정을 강화했습니다.,2,유럽 중앙 좌파와 중도 우파의 전통적인 블록이 50 % 이하로 떨어질 것으로 예상되며 일부 여론 조사관은 유럽 연합 기금에서 역설적으로 자금을 조달한 유럽 가치 내에서 어뢰를 시도하는 국민 - 인민당이 약 3 분의 1을 차지할 것이라고 추정한다. 재정을 늘리기 위해.,2
167,"A lo largo de la última década, las instituciones de la UE han reforzado sus anticuerpos para enfrentarse a prácticas abusivas con dinero europeo. ",ABC,,최근 10년간 EU의 여러 기관들이 유럽 자금을 남용하는 관행을 깨기 위해 힘을 키워 왔다.  ,1,지난 10 년 동안 유럽 연합 기관들은 유럽의 돈으로 학대적인 관행을 다루기 위해 항체를 강화했습니다. ,2,지난 10년 동안 EU 기관은 유럽 돈으로 학대하는 관행에 대처하기 위해 항체를 강화했습니다.,3
168,"Aun así, los partidos euroescépticos y las fundaciones políticas han decidido explotar las oportunidades europeas en lugar de boicotear todo lo relacionado con la Unión. ",ABC,,여전히 유로회의론자들과 정당들은 EU와 관련된 모든 사안에 보이콧하기 보다는 이 기회를 노리기로 결정한 것이다. ,2,그럼에도 불구하고 Eurosceptic 정당과 정치 기반은 EU와 관련된 모든 것을 보이콧하는 대신 유럽의 기회를 이용하기로 결정했습니다.,1,그럼에도 불구하고 유로 회의론자들과 정치 재단들은 연합과 관련된 모든 것을 보이콧하기보다는 유럽의 기회를 이용하기로 결정했다.,2
169,"El portavoz del Parlamento Europeo, Jaume Duch, también trata de lidiar con el auge de los partidos populistas y euroescépticos: ",ABC,,자우메 두치 EU 대변인도 포풀리즘과 유로회의주의 정당이 생기는 것을 막기 위해 노력했다.  ,1,유럽 의회 (Jaume Duch)의 유럽 대륙 의회의 대변인은 또한 대중 주의자와 유로 지성인들의 부상에 대처하기 위해 노력한다.,2,유럽 의회 대변인인 Jaume Duch는 또한 대중 주의자와 유로 회의론자들의 호황을 다루려고 노력하고 있다.,2
170,"«No se trata de dar a ciertos países una cantidad determinada de dinero, sino saber en qué políticas invertir. ",ABC,,"""어떤 정치에 투자할지도 모른 채 특정 국가에 막대한 돈을 퍼주려는 게 아니다. ",1,"""특정 국가에 특정 금액을 제공하는 것이 아니라 투자 할 정책을 알고있는 것입니다.",2,“특정 국가에 일정 금액의 돈을 주는 것이 아니라 어떤 정책에 투자할지 아는 문제입니다.,3
171,"El Eurobarómetro dice que los temas más importantes son el empleo, el crecimiento económico, la gestión de la migración, el cambio climático, medio ambiente y protección social», afirma a ABC. ",ABC,,"유로바로미터에 따르면 중요한 사안은 바로 고용, 경제 성장, 이민 정책, 기후변화, 환경, 사회 안보와 같은 것들이다.""라고 ABC를 통해 밝혔다. ",1,"유로 바로 메타는 가장 중요한 문제는 고용, 경제 성장, 이주 관리, 기후 변화, 환경 및 사회 보호라고 말했습니다. ",3,"Eurobarometer는 고용, 경제 성장, 이주 관리, 기후 변화, 환경 및 사회 보호가 가장 중요한 문제라고 ABC는 말합니다.",2
172,"El problema, según el portavoz de la UE, es que para satisfacer estas necesidades los Estados miembros deberían asumir una contribución mayor, pero los países no están dispuestos a gastar más dinero en el presupuesto común una vez que el Brexit se consuma y aleje a la Unión de un contribuyente fundamental como Reino Unido. ",ABC,,EU 대변인에 따르면 문제는 이 사안을 해결하기 위해서는 정부 부처가 막대한 기부를 해야 한다. 그러나 브렉시트가 성사되고 영국과 같은 거대 납세자가 EU에서 나가면 국가는 예산에 돈을 더 쏟아부을 의향이 없다.  ,1,EU 대변인에 따르면이 문제는 회원국들이 더 큰 기여를해야한다는 요구를 충족시키지 못하지만 Brexit이 완성되고 유럽 연합에서 벗어나면 국가들은 공통 예산에 더 많은 돈을 쓰려고하지 않는다. 영국과 같은 근본적인 납세자 연합.,3,EU 대변인에 따르면 문제는 이러한 요구를 충족시키기 위해 회원국이 더 큰 기여를 해야하지만 브렉시트가 영국과 같은 주요 납세자로부터 연합을 제거하고 떠나면 국가들은 공통 예산에 더 많은 돈을 쓸 준비가 되어 있지 않다는 것이다.,2
173,"«Pero el populismo no puede ser la solución a estos problemas», advierte.",ABC,,"그는 ""그러나 포풀리즘이 이 문제에 해결책이 될 순 없다"" 라고 밝혔다. ",1,"""그러나 포퓰리즘은 이러한 문제에 대한 해결책이 될 수 없다""고 그는 경고했다.",1,“하지만 포퓰리즘은 이러한 문제에 대한 해결책이 될 수 없다.”.,2
174,"Desde el lleno de Vistalegre, el partido español VOX, inspirado en los consejos del exasesor de Donald Trump Steve Bannon y el éxito del antiguo Frente Nacional en Francia o la Liga en Italia, aspira a conseguir representación en el Parlamento Europeo gracias a la circunscripción electoral única, lo que supondría un notable estímulo tanto a nivel de exposición pública como para sus finanzas, tal como hizo Podemos en 2014.",ABC,,도널드 트럼프 대통령의 전 고문이었던 스티브 배넌의 조언과 프랑스의 구 인민전선 혹은 이탈리아의 라 리가의 성공에 영감을 받았고 비스탈레그레에 위치한 스페인의 VOX당은 유일 선거구 덕분에 EU 의회에 출마하길 희망하고 있다. 이는 대중에 모습을 드러내고 자금을 확충하는데 좋은 기회가 될 것이다.2014년에 포데모스가 했듯이 말이다. ,1,전직 도널드 트럼프 컨설턴트 인 스티브 반넌 (Steve Bannon)의 충고와 프랑스의 국가 전선 (National Front) 또는 이탈리아 리그의 성공에 힘 입어 Vistalegre (Vistalegre)가 가득한 이래로 VOX는 선거구 선거구 덕분에 유럽 의회에서 재판을받는 것을 목표로합니다. Podemos가 2014 년에했던 것처럼 공개 노출 수준과 재정 측면에서 중요한 자극이 될 것입니다.,3,도널드 트럼프 전임 고문 스티브 배넌의 조언과 프랑스 또는 이탈리아 리그의 전 내셔널 프론트의 성공에 영감을 얻은 스페인 VOX 당은 단일 선거구 덕분에 유럽 의회에서 대표성을 얻고자합니다. 이는 2014년 Podemos와 마찬가지로 공개 노출 수준과 재정 모두에서 주목할만한 자극이 될 것입니다.,2
175,"«Es curioso ver cómo algunos partidos antieuropeos cuando entran en el Gobierno moderan su lenguaje, pero en otros países ocurre todo lo contrario: ",ABC,,"""반유럽주의 정당들이 정부에 들어오면 품격있는 언어를 사용하게 되는 게 신기하다. 그러나 다른 나라에서는 정반대 상황이 벌어진다. ",3,«반유럽 정당이 정부에 들어갈 때 자신들의 언어를 온건하게 비판하는 방법을 알고 싶지만 다른 국가에서는 그 반대가 발생합니다.,2,"""정부에 가입할 때 반 유럽 정당이 어떻게 그들의 언어를 완화하는지 보는 것은 흥미 롭지만 다른 나라에서는 그 반대가 발생합니다.",1
176,"Italia, Hungría y Polonia son diferentes», considera Paul Schmidt, editor del capítulo austriaco del libro «El futuro de Europa - visiones desde las capitales», presentado en el Real Instituto Elcano.",ABC,,"이탈리아, 헝가리, 폴란드는 다른다.""라고 스페인왕립연구원에서 소개된 책 '유럽의 미래: 자본에서 본 비전'의 오스트리아 챕터 담당 편집자인 폴 슈미트는 밝혔다. ",2,"이탈리아, 헝가리, 폴란드는 다르다 ""고 Elcano Royal Institute에서 발표 한""유럽의 미래 - 수도의 전망 ""이라는 오스트리아 지부 편집장 Paul Schmidt가 고려한다.",1,"이탈리아, 헝가리, 폴란드는 다르다. ""라고 Royal Elcan Institute에서 발표된 '유럽의 미래 - 수도의 비전'이라는 책의 오스트리아 장 편집자인 Paul Schmidt는 생각한다.",2
177,"Aunque esos partidos van a ser más influyentes, el responsable del apartado español del mismo título, Ignacio Molina (Real Instituto Elcano), cree que será más difícil articular una posición común. ",ABC,,이 정당들의 영향력이 더 클 것이지만 공동의 입장을 조율하는 것이 더 힘들다 생각한다고 본 저서의 스페인 챕터 담당인 이그나시오 몰리나(스페인왕립연구원)은 밝혔다.  ,1,"비록 그 당사자들이 더 영향력이 있지만, 같은 제목의 스페인어 부문 책임자 인 Ignacio Molina (Real Instituto Elcano)는 공동의 입장을 분명히하기가 더 어려울 것이라고 믿는다.",2,"이 정당들이 더 영향력이 있을지라도, 같은 제목의 스페인 하위 단락인 이그나시오 몰리나(Real Instituto Elcano)는 공통의 입장을 분명히 하기가 더 어려울 것이라고 믿는다.",2
178,"«No existe un solo partido euroescéptico, existen veintitantos, cada uno con su sensibilidad. ",ABC,,"""유로회의주의 정당이 하나가 아니라 스물 몇 개가 존재하고 각각 이념이 다르다. ",1,"""유로 이탈리즘 당이 하나도 없으며, 감성이있는 스무 명의 사람들이 있습니다. ",2,"“유로 회의론자 정당은 하나도 없고, 20명이 있으며, 각각은 민감합니다.",3
179,"De forma divertida, el partido más euroescéptico extremista húngaro es antieslovaco y el eslovaco, antihúngaro; ",ABC,,재밌게도 헝가리의 과격 유로회의주의 정당은 반슬로바키아 성향이고 슬로바키아 정당은 반헝가리 성향이다.  ,1,"재미있는 방법으로, 대부분의 Eurosceptic 극단적 인 헝가리 당은 반대로 슬로바키아어이고 반대로 헝가리 인 슬로바키아어이다; ",2,"재미있는 방식으로, 헝가리 극단 주의자 유로 회의론 당은 반 슬로바키아와 슬로바키아, 반 헝가리이다.",3
180,"no va a ser tan sencillo ponerlos en común», agrega.",ABC,,"이들을 규합하는 게 쉽지는 않을 것이다""라고 덧붙였다.",1,"공통점을 두는 것은 그렇게 쉬운 일이 아닙니다. ""라고 그는 덧붙입니다.",2,"""그것들을 공통으로 두는 것은 그리 간단하지 않을 것입니다.""라고 그는 덧붙입니다.",2
181,"En términos de ingresos fijos, cada eurodiputado recibe un salario de alrededor de 6.600 euros netos al mes, 4.400 para gastos de oficina sin justificar y alrededor de 24.000 para asesores.",ABC,,"고정 수입 측면에서 각 EU 의원들은 세금을 공제하고 약 월 6,600유로의 급여와 증빙이 필요 없는 사무 경비 4,400유로, 자문비 24,000유로를 받는다.",1,"고정 수입 측면에서, 각 MEP는 월 6,600 유로의 순이익을, 정당화되지 않은 사무 경비는 4,400, 고문은 약 24,000의 급여를받습니다. ",2,"고정 소득 측면에서 각 MEP는한 달에 약 6,600 유로의 순 급여를 받고, 사무실 지출은 4,400 유로, 고문은 약 24,000 유로를받습니다.",2
182,"Además, cada parlamentario tiene ingresos mensuales variables (viajes por día) y una pensión de jubilación del 3.5% del salario por un año completo. ",ABC,,게다가 각 의원들의 월 수입이 다 다르고(하루당 여행 경비) 연봉의 3.5%를 퇴직 연금으로 받는다. ,1,또한 각 국회의원마다 월별 소득 (일별 출장)이 다양하고 연중 연봉의 3.5 %에 달하는 퇴직 연금이 있습니다. ,1,또한 각 국회의원은 다양한 월 소득 (하루 여행)과 1 년 임금의 3.5 %의 퇴직 연금을 보유하고 있습니다.,3
183,«El problema real es cómo controlar este dinero: ,ABC,,"""진짜 문제는 이 돈을 어떻게 관리하는냐이다. ",1,"""진짜 문제는이 돈을 제어하는 ",1,“실제 문제는 이 돈을 어떻게 통제해야 하는가이다.,2
184,"si no va a la sesión plenaria, debería tener menos dinero: ",ABC,,만약 총회에 가지 않는다면 수입이 더 적을 것이다.  ,2,본회의에 참석하지 않으면 적은 돈을 벌 수 있습니다 :,1,본회의에 가지 않으면 돈을 덜 가져야 합니다.,2
185,"si asiste a menos del 51% de los votos en las sesiones plenarias, obtendrá la mitad del recorte salarial. ",ABC,,총회 선거 중 51%이하로 참석하면 감축된 급여의 절반을 받을 수 있다. ,2,본회의에서 51 % 미만의 표결에 출석하면 급여 삭감의 절반을 받게됩니다.,2,본회의에서 51% 미만의 표를 얻으면 임금 삭감의 절반을 받게 된다.,1
186,"Luego está la partida pensada para gastos de la oficina, como una nueva impresora o iPad, pero que carece de control. ",ABC,,그리고 남은 건 새 프린터나 아이패드 같은 증빙이 안된 사무 경비가 포함된 급여이다.  ,2,그런 다음 새로운 프린터 나 iPad 같은 사무 비용을 위해 고안된 게임이 있지만 통제가 없습니다. ,2,그런 다음 새로운 프린터 또는 iPad와 같은 사무실 지출을 위한 조항이 있지만 제어가 부족합니다.,1
187,"Eurodiputados de los verdes y socialdemócratas dicen exactamente «pagué 200 euros por un traje», pero no están obligados a hacerlo. ",ABC,,"녹색당과 사회민주당 EU 의원들은 정확히 ""옷 200유로 지출""이라고 말하지만 딱히 쓸 필요는 없다. ",2,"녹색당과 사회 민주당 원들의 MEP들은 정확하게 ""나는 200 유로를 지불했다""고 말하지만 그렇게 할 의무는 없다. ",3,녹색과 사회 민주당의 MEP는 정확히 '나는 양복을 위해 200 유로를 지불했다'고 말하지만 그렇게할 의무가 없다.,1
188,"Además, hay muchas personas poderosas de fuera de Europa que financian dando enormes subvenciones a estos partidos y tenemos que evitarlo», dicen fuentes del Parlamento Europeo a ABC.",ABC,,"또한 유럽 외부의 큰 손들이 이 정당에 막대한 보조금을 지원하는데 우리는 이걸 막아야 한다.""라고 한 EU 의회 관계자가 ABC에 밝혔다. ",1,"게다가 외부 유럽 출신의 많은 강력한 사람들이이 당사자들에게 거대한 보조금을 제공하고 우리는이를 피할 필요가있다 ""고 유럽 의회 소식통은 ABC에 말했다.",2,"또한 유럽 이외의 많은 강력한 사람들이 이 당사자들에게 막대한 보조금을 지급함으로써 자금을 조달하고 있으며 우리는 그것을 피해야 합니다. ""라고 ABC 방송의 유럽 의회 소식통은 말합니다.",2
189,"Según la Declaración 11 del Tratado de Niza de 2001, la financiación de la UE para los partidos políticos europeos no puede utilizarse para financiar, ni directa ni indirectamente, campañas nacionales. ",ABC,,2001년 니스조약 11조에 의하면 EU이 유럽 정당에 조달하는 자금은 간접적이든 직접적이든 국가 선거운동 자금으로 쓰일 수 없다.   ,1,"2001 년 좋은 조약 (Nice Treaty of 2001)의 선언에 따르면, 유럽 연합 정당에 대한 EU의 기금은 국가 캠페인에 직접 또는 간접적으로 자금을 제공하는 데 사용할 수 없습니다. ",3,2001년 니스 조약 선언 11에 따르면 유럽 정당에 대한 EU의 자금 조달은 직접 또는 간접적으로 국가 캠페인에 자금을 지원하는 데 사용될 수 없습니다.,2
190,"«Mientras que los subsidios europeos debían reforzar el sistema político de la UE y abordar el déficit democrático, los euroescépticos han utilizado principalmente sus recursos para apoyar a sus partidos nacionales», escribe Wouter Wolfs, investigador del Instituto de Gobernanza Pública de KU Leuven, para el Foro contra la corrupción y la integridad de la OCDE, donde resalta la evolución de las formaciones euroescépticas desde hace veinte años, pasando del total boicot a una participación muy intensa en las instituciones y elecciones europeas.",ABC,,"""유럽 보조금은 EU의 정치 제도를 강화하고 민주주의 적자 문제를 해결하는 데 사용되어야 하는데 유로회의론자들이 이를 주로 자신이 속한 자국의 정당을 위해 사용하고 있다.""라고 루뱅카톨릭대학교 공공거버넌스연구의 바우터 볼프스가 OECD 부패 청산 및 통합 포럼에서 밝혔다. 이 자리는 20년 전부터 유로회의론자들이 보이콧만 하다가 유럽의 기관과 선거에 적극 개입하며 수적으로 증가한 사안을 다뤘다. ",1,"쿠루 벤 (KU Leuven) 공공 거버넌스 연구소의 연구원 인 우스터 울프 스 (Wouter Wolfs)는 ""유럽의 보조금은 EU 정치 체제를 강화하고 민주적 인 적자를 다루어야하지만 Eurosceptics는 자국의 정부를 지원하기 위해 주로 자원을 사용했다"" OECD의 부패와 청렴성 반대 포럼 - 전체 보이콧에서부터 유럽 제도와 선거에 대한 매우 치열한 참여에 이르기까지 20 년 동안 유로 지성 형성의 진화를 강조합니다.",2,"유럽 보조금이 EU의 정치 체제를 강화하고 민주적 적자를 해결해야하는 반면, Eurosceptics는 주로 국가 정당을 지원하기 위해 자원을 사용했습니다. KU Leuven Public Governance Institute의 연구원인 Wouter Wolfs는 OECD 부패와 완전성에 반대하는 포럼에서 20년 동안 유로 회의적 형성의 진화를 강조한 유럽 선거와 매우 치열한 선거로 옮겼습니다.",2
191,"En 2016, Morten Messerschmidt, eurodiputado danés del ahora desaparecido Movimiento por una Europa de Libertades y Democracia (MELD) que utilizó fondos europeos para apoyar campañas nacionales, se vio obligado a devolver este dinero. ",ABC,,2016년 덴마크 출신의 현재는 없어진 자유민주유럽운동당(MELD)의 모튼 메세슈비츠 EU 국회의원은 당이 국가 선거 운동을 위해 쓴 EU 자금을 이 돈을 반환해야 한다고 주장했다.   ,2,"2016 년에, Morten Messerschmidt, 자유주의와 민주주의 (MELD)의 국가 운동을 지원하기 위하여 유럽 기금을 사용한 지금 무효 한 운동의 덴마크 MEP는,이 돈을 돌려 보내야했다.",2,2016년 현재 사라진 자유민주주의운동(MELD)의 덴마크 MEP인 모튼 메세르슈미트는 유럽 기금을 이용해 국가 캠페인을 지원해 이 돈을 돌려줘야 했다.,1
192,"«Con Marine Le Pen, los servicios del Parlamento han demostrado claramente que usaron fondos europeos para trabajar en asuntos nacionales. ",ABC,,"""마린 르 펜과 의회 기관들이 유럽 기금을 국가 사안을 해결하는 데 썼다고 명백히 보여줬다.  ",1,"""마린 르 펜 (Marine Le Pen)을 통해 의회의 서비스는 유럽의 자금을 사용하여 국가 문제를 해결한다는 것을 분명히 보여주었습니다. ",2,"마린 르펜과 함께, 의회의 서비스는 그들이 국가 문제에 대한 작업을 위해 유럽 기금을 사용했음을 분명히 보여주었습니다.",2
193,"En ese caso, la ley es que tienen que devolver este dinero», dice la italiana Mercedes Bresso, vicepresidenta del grupo del Partido Socialista Europeo en el Parlamento. ",ABC,,"이런 경우 이 돈을 반환해야 한다고 법으로 정해져 있다""라고 의회 내 유럽사회당 부의장인 이탈리아 출신의 메르체데스 브레소는 밝혔다. ",1,"이 경우 법안은이 돈을 갚아야한다는 것 ""이라고 의회의 유럽 사회당 당원 인 이탈리아 메르세데스 브레소 (Mercedes Bresso) 부회장은 말했다. ",3,"이 경우,이 돈을 돌려 주어야 한다는 것이 법입니다. ""라고 유럽 사회당 그룹의 부회장인 이탈리아 메르세데스 브레소는 의회에서 말합니다.",2
194,"Junto con el alemán Rainer Wieland (Partido Popular Europeo), Bresso lideró una propuesta de resolución sobre la financiación de los partidos políticos y las fundaciones políticas a nivel europeo. ",ABC,,독일 출신의 라이나 빌란드(유럽인민당)와 함께 브레소는 정당과 정치 기관들의 자금 조달에 관한 유럽 차원의 결의안을 주도했다.  ,1,독일인 Rainer Wieland (유럽 인민당)와 함께 Bresso는 유럽 차원에서 정당 및 정치 재단 자금 조달에 대한 결의안을 주도했습니다. ,1,브레소는 독일 레이너 위랜드(유럽인민당)와 함께 유럽 차원에서 정당과 정치 재단의 자금 조달에 관한 결의안을 발표했다.,2
195,La oficina antifraude (OLAF) ya ha llevado casos como este a los tribunales.,ABC,,유럽부패방지총국(OLAF)는 이미 이와 비슷한 사안들을 법원에 넘겼다. ,1,부정 방지 사무소 (OLAF)는 이미 이런 경우를 법원에 제기했습니다. ,2,반 사기 사무소 (OLAF)는 이미이 사건을 법원에 제기했습니다.,3
196,"Además, el Comité Europeo de Control Presupuestario descubrió que el grupo Europa de las Naciones y la Libertad, donde se agrupan partidos de extrema derecha como el antiguo Frente Nacional francés, la Liga (Italia), el Partido de la Libertad de Austria (FPÖ, socio del Gobierno de Sebastian Kurz en Austria) y el Partido de la Libertad (PVV, Holanda), presuntamente gastó ilegalmente 427.000 euros de fondos de la UE en 2016. ",ABC,,"또한 유럽예산관리위원회는 극우파주의인 프랑스의 옛 인민전선과 라리가(이탈리아), 오스트리아 자유당(FPÖ, 오스트리아의 제바스티안 쿠르츠 정부가 속한 당), 자유당(PVV, 네덜란드)가 합쳐 결성된 국가자유유럽운동당이 42만7천 유로를 2016년 EU 자금에서 불법적으로 사용한 혐의를 발견했다.   ",2,"또한, 유럽 예산 관리위원회 (European Committee of Budgetary Control)는 극단적 인 권리 그룹이 구 프랑스 국가 전선 (French National Front), 리그 (Italy), 오스트리아 자유당 (FPÖ, 오스트리아 세바스티안 쿠르츠 정부의 파트너)와 자유 당 (네덜란드 PVV)은 2016 년 EU 자금 427,000 유로를 불법적으로 보냈다고합니다.",3,"또한 유럽 예산 통제위원회는 전 프랑스 국가 전선, 이탈리아 리그, 오스트리아 자유당 (FPÖ, 오스트리아 세바스찬 쿠르츠 정부 파트너) 및 자유 당 (PVV, 네덜란드)과 같은 극우파 정당이 모여있는 유럽 국가 및 자유 그룹이 2016 년에 427,000 유로의 EU 기금을 불법적으로 지출했다고 밝혔다.",1
197,"Lo emplearon en bebidas caras (champagne), cenas y regalos para empleados. ",ABC,,"이 돈을 직원들의 고급 주류(샴페인), 식사, 선물에 썼다. ",1,"그들은 고가의 음료 (샴페인), 저녁 식사 및 직원 선물로 사용했다.",2,"그들은 값 비싼 음료 (샴페인), 저녁 식사 및 직원 선물에 고용했습니다.",3
